date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:39:46	9164/9164	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-23cc%22	https://sms.zut.ac.zm/global_assets/js/plugins/loaders/blockui.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/loaders/blockui.min.js	(from https://sms.zut.ac.zm/login)
19:39:46	8530/8530	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-2152%22	https://sms.zut.ac.zm/global_assets/js/plugins/forms/styling/uniform.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/forms/styling/uniform.min.js	(from https://sms.zut.ac.zm/login)
19:39:47	969/969	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-3c9%22	https://sms.zut.ac.zm/global_assets/js/demo_pages/login.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/demo_pages/login.js	(from https://sms.zut.ac.zm/login)
19:39:47	18871/18871	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-49b7%22	https://sms.zut.ac.zm/assets/js/app.js	lab_site_clone/sms.zut.ac.zm/assets/js/app.js	(from https://sms.zut.ac.zm/login)
19:39:48	81513/81513	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2021%20Jan%202026%2017:39:47%20GMT	https://sms.zut.ac.zm/start-application	lab_site_clone/sms.zut.ac.zm/start-application.html	(from https://sms.zut.ac.zm/login)
19:39:49	57881/57881	U-----	200	untouched ('')	image/png	etag:%22696fe0b9-e219%22	https://sms.zut.ac.zm/images/logo-v2.png	lab_site_clone/sms.zut.ac.zm/images/logo-v2.png	(from https://sms.zut.ac.zm/login)
19:39:49	4131/4131	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2021%20Jan%202026%2017:39:48%20GMT	https://sms.zut.ac.zm/password/reset	lab_site_clone/sms.zut.ac.zm/password/reset.html	(from https://sms.zut.ac.zm/login)
19:39:49	5465/5465	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2021%20Jan%202026%2017:39:48%20GMT	https://sms.zut.ac.zm/staff-login	lab_site_clone/sms.zut.ac.zm/staff-login.html	(from https://sms.zut.ac.zm/login)
19:39:49	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:39:49%20GMT	https://sms.zut.ac.zm/home	lab_site_clone/sms.zut.ac.zm/home	(from https://sms.zut.ac.zm/start-application)
19:39:50	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:39:50%20GMT	https://sms.zut.ac.zm/assessments/classes/:id	lab_site_clone/sms.zut.ac.zm/assessments/classes/_id	(from https://sms.zut.ac.zm/start-application)
19:39:51	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:39:51%20GMT	https://sms.zut.ac.zm/assessments/classes/:id	lab_site_clone/sms.zut.ac.zm/assessments/classes/_id	(from https://sms.zut.ac.zm/start-application)
19:39:52	218304/218304	U-----	200	untouched ('')	application/font-woff	etag:%22696fe0b9-354c0%22	https://sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoon.woff?3p0rtw	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoone627.woff	(from https://sms.zut.ac.zm/global_assets/css/icons/icomoon/styles.css)
19:39:52	218392/218392	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22696fe0b9-35518%22	https://sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoon.eot?3p0rtw	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoone627.eot	(from https://sms.zut.ac.zm/global_assets/css/icons/icomoon/styles.css)
19:39:52	218392/218392	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22696fe0b9-35518%22	https://sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoon.eot?	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoond41d.eot	(from https://sms.zut.ac.zm/global_assets/css/icons/icomoon/styles.css)
19:39:52	218228/218228	U-----	200	untouched ('')	application/octet-stream	etag:%22696fe0b9-35474%22	https://sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoon.ttf?3p0rtw	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoone627.ttf	(from https://sms.zut.ac.zm/global_assets/css/icons/icomoon/styles.css)
19:39:53	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:39:53%20GMT	https://sms.zut.ac.zm/assessments/classes/:id	lab_site_clone/sms.zut.ac.zm/assessments/classes/_id	(from https://sms.zut.ac.zm/start-application)
19:39:54	2138/2138	U-----	200	untouched ('')	image/png	etag:%22696fe0b9-85a%22	https://sms.zut.ac.zm/global_assets/images/backgrounds/seamless.png	lab_site_clone/sms.zut.ac.zm/global_assets/images/backgrounds/seamless.png	(from https://sms.zut.ac.zm/assets/css/layout.min.css)
19:39:54	637835/637835	U-----	200	untouched ('OK')	image/svg+xml	etag:%22696fe0b9-9bb8b%22	https://sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoon.svg?3p0rtw	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/icomoon/fonts/icomoone627.svg	(from https://sms.zut.ac.zm/global_assets/css/icons/icomoon/styles.css)
19:39:54	206546/206546	U-----	200	untouched ('')	image/jpeg	etag:%22696fe0b9-326d2%22	https://sms.zut.ac.zm/global_assets/images/login_cover.jpg	lab_site_clone/sms.zut.ac.zm/global_assets/images/login_cover.jpg	(from https://sms.zut.ac.zm/assets/css/layout.min.css)
19:39:54	9024/9024	U-----	200	untouched ('')	image/png	etag:%22696fe0b9-2340%22	https://sms.zut.ac.zm/global_assets/images/backgrounds/boxed_bg.png	lab_site_clone/sms.zut.ac.zm/global_assets/images/backgrounds/boxed_bg.png	(from https://sms.zut.ac.zm/assets/css/layout.min.css)
19:39:55	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:39:55%20GMT	https://sms.zut.ac.zm/hostel-rooms/:id	lab_site_clone/sms.zut.ac.zm/hostel-rooms/_id	(from https://sms.zut.ac.zm/start-application)
19:39:56	16574/16574	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22696fe0b9-40be%22	https://sms.zut.ac.zm/global_assets/css/icons/summernote/summernote.eot?0d0d5fac99cc8774d89eb08b1a8323c4	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/summernote/summernote291f.eot	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:39:56	16574/16574	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%22696fe0b9-40be%22	https://sms.zut.ac.zm/global_assets/css/icons/summernote/summernote.eot?	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/summernote/summernoted41d.eot	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:39:56	10196/10196	U-----	200	untouched ('')	application/font-woff	etag:%22696fe0b9-27d4%22	https://sms.zut.ac.zm/global_assets/css/icons/summernote/summernote.woff?0d0d5fac99cc8774d89eb08b1a8323c4	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/summernote/summernote291f.woff	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:39:56	16388/16388	U-----	200	untouched ('')	application/octet-stream	etag:%22696fe0b9-4004%22	https://sms.zut.ac.zm/global_assets/css/icons/summernote/summernote.ttf?0d0d5fac99cc8774d89eb08b1a8323c4	lab_site_clone/sms.zut.ac.zm/global_assets/css/icons/summernote/summernote291f.ttf	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:39:57	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:39:57%20GMT	https://sms.zut.ac.zm/hostel-rooms/:id	lab_site_clone/sms.zut.ac.zm/hostel-rooms/_id	(from https://sms.zut.ac.zm/start-application)
19:39:58	2391/2391	U-----	200	untouched ('')	image/png	etag:%22696fe0b9-957%22	https://sms.zut.ac.zm/global_assets/images/brands/twitter.png	lab_site_clone/sms.zut.ac.zm/global_assets/images/brands/twitter.png	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:39:58	3732/3732	U-----	200	untouched ('')	image/png	etag:%22696fe0b9-e94%22	https://sms.zut.ac.zm/global_assets/images/brands/amazon.png	lab_site_clone/sms.zut.ac.zm/global_assets/images/brands/amazon.png	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:39:58	3212/3212	U-----	200	untouched ('')	image/png	etag:%22696fe0b9-c8c%22	https://sms.zut.ac.zm/global_assets/images/brands/youtube.png	lab_site_clone/sms.zut.ac.zm/global_assets/images/brands/youtube.png	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:39:58	2927/2927	U-----	200	untouched ('')	image/png	etag:%22696fe0b9-b6f%22	https://sms.zut.ac.zm/global_assets/images/brands/bing.png	lab_site_clone/sms.zut.ac.zm/global_assets/images/brands/bing.png	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:39:59	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:39:59%20GMT	https://sms.zut.ac.zm/room-bed-spaces/:id	lab_site_clone/sms.zut.ac.zm/room-bed-spaces/_id	(from https://sms.zut.ac.zm/start-application)
19:40:00	15731/15731	U-----	200	untouched ('OK')	text/css	etag:%22696fe0b9-3d73%22	https://sms.zut.ac.zm/assets/css/bootstrap-datepicker.min.css	lab_site_clone/sms.zut.ac.zm/assets/css/bootstrap-datepicker.min.css	(from https://sms.zut.ac.zm/start-application)
19:40:00	3840/3840	U-----	200	untouched ('')	image/png	etag:%22696fe0b9-f00%22	https://sms.zut.ac.zm/global_assets/images/brands/spotify.png	lab_site_clone/sms.zut.ac.zm/global_assets/images/brands/spotify.png	(from https://sms.zut.ac.zm/assets/css/components.min.css)
19:40:00	75/75	U-----	200	untouched ('OK')	text/css	etag:%22696fe0b9-4b%22	https://sms.zut.ac.zm/assets/css/qs.css	lab_site_clone/sms.zut.ac.zm/assets/css/qs.css	(from https://sms.zut.ac.zm/start-application)
19:40:00	84416/84416	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-149c0%22	https://sms.zut.ac.zm/global_assets/js/plugins/extensions/jquery_ui/interactions.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/extensions/jquery_ui/interactions.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:01	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:40:01%20GMT	https://sms.zut.ac.zm/room-bed-spaces-student/:id	lab_site_clone/sms.zut.ac.zm/room-bed-spaces-student/_id	(from https://sms.zut.ac.zm/start-application)
19:40:02	23261/23261	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-5add%22	https://sms.zut.ac.zm/global_assets/js/plugins/forms/validation/validate.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/forms/validation/validate.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:02	74919/74919	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-124a7%22	https://sms.zut.ac.zm/global_assets/js/plugins/forms/selects/select2.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/forms/selects/select2.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:02	14236/14236	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-379c%22	https://sms.zut.ac.zm/global_assets/js/plugins/forms/wizards/steps.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/forms/wizards/steps.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:02	10018/10018	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-2722%22	https://sms.zut.ac.zm/global_assets/js/plugins/forms/inputs/inputmask.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/forms/inputs/inputmask.js	(from https://sms.zut.ac.zm/start-application)
19:40:03	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:40:03%20GMT	https://sms.zut.ac.zm/assessments/post-results	lab_site_clone/sms.zut.ac.zm/assessments/post-results	(from https://sms.zut.ac.zm/start-application)
19:40:04	3128/3128	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-c38%22	https://sms.zut.ac.zm/global_assets/js/plugins/extensions/cookie.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/extensions/cookie.js	(from https://sms.zut.ac.zm/start-application)
19:40:04	40802/40802	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-9f62%22	https://sms.zut.ac.zm/global_assets/js/plugins/notifications/sweet_alert2.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/notifications/sweet_alert2.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:04	33730/33730	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-83c2%22	https://sms.zut.ac.zm/global_assets/js/plugins/notifications/pnotify.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/notifications/pnotify.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:04	82729/82729	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-14329%22	https://sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/datatables.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/datatables.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:05	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:40:05%20GMT	https://sms.zut.ac.zm/assessments/add-new-results	lab_site_clone/sms.zut.ac.zm/assessments/add-new-results	(from https://sms.zut.ac.zm/start-application)
19:40:06	970387/970387	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-ece93%22	https://sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/extensions/pdfmake/pdfmake.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/extensions/pdfmake/pdfmake.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:06	76985/76985	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-12cb9%22	https://sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/extensions/jszip/jszip.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/extensions/jszip/jszip.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:06	870284/870284	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-d478c%22	https://sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/extensions/pdfmake/vfs_fonts.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/extensions/pdfmake/vfs_fonts.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:06	73667/73667	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-11fc3%22	https://sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/extensions/buttons.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/tables/datatables/extensions/buttons.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:07	1011/1011	---MC-	405	error ('Method%20Not%20Allowed')	text/html	date:Wed,%2021%20Jan%202026%2017:40:07%20GMT	https://sms.zut.ac.zm/assessments/updateExams/:id	lab_site_clone/sms.zut.ac.zm/assessments/updateExams/_id	(from https://sms.zut.ac.zm/start-application)
19:40:08	51654/51654	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-c9c6%22	https://sms.zut.ac.zm/global_assets/js/plugins/ui/moment/moment.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/ui/moment/moment.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:08	1893/1893	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-765%22	https://sms.zut.ac.zm/global_assets/js/plugins/pickers/pickadate/legacy.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/pickers/pickadate/legacy.js	(from https://sms.zut.ac.zm/start-application)
19:40:08	33603/33603	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-8343%22	https://sms.zut.ac.zm/global_assets/js/plugins/pickers/bootstrap-datepicker.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/pickers/bootstrap-datepicker.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:08	92695/92695	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-16a17%22	https://sms.zut.ac.zm/global_assets/js/plugins/uploaders/fileinput/fileinput.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/uploaders/fileinput/fileinput.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:09	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:40:09%20GMT	https://sms.zut.ac.zm/assessments/all-results-upload-template	lab_site_clone/sms.zut.ac.zm/assessments/all-results-upload-template	(from https://sms.zut.ac.zm/start-application)
19:40:10	8867/8867	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-22a3%22	https://sms.zut.ac.zm/global_assets/js/demo_pages/form_wizard.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/demo_pages/form_wizard.js	(from https://sms.zut.ac.zm/start-application)
19:40:10	11115/11115	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-2b6b%22	https://sms.zut.ac.zm/global_assets/js/demo_pages/form_select2.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/demo_pages/form_select2.js	(from https://sms.zut.ac.zm/start-application)
19:40:10	24361/24361	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-5f29%22	https://sms.zut.ac.zm/global_assets/js/demo_pages/datatables_extension_buttons_html5.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/demo_pages/datatables_extension_buttons_html5.js	(from https://sms.zut.ac.zm/start-application)
19:40:10	213774/213774	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-3430e%22	https://sms.zut.ac.zm/global_assets/js/plugins/ui/fullcalendar/fullcalendar.min.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/plugins/ui/fullcalendar/fullcalendar.min.js	(from https://sms.zut.ac.zm/start-application)
19:40:11	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:40:11%20GMT	https://sms.zut.ac.zm/assessments/results-upload-template	lab_site_clone/sms.zut.ac.zm/assessments/results-upload-template	(from https://sms.zut.ac.zm/start-application)
19:40:12	8940/8940	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-22ec%22	https://sms.zut.ac.zm/global_assets/js/demo_pages/fullcalendar_basic.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/demo_pages/fullcalendar_basic.js	(from https://sms.zut.ac.zm/start-application)
19:40:12	98/98	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-62%22	https://sms.zut.ac.zm/assets/js/custom.js	lab_site_clone/sms.zut.ac.zm/assets/js/custom.js	(from https://sms.zut.ac.zm/start-application)
19:40:12	11451/11451	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-2cbb%22	https://sms.zut.ac.zm/global_assets/js/demo_pages/uploader_bootstrap.js	lab_site_clone/sms.zut.ac.zm/global_assets/js/demo_pages/uploader_bootstrap.js	(from https://sms.zut.ac.zm/start-application)
19:40:12	147400/147400	U-----	200	untouched ('')	application/javascript	date:Sat,%2012%20Apr%202025%2022:26:52%20GMT	https://sms.zut.ac.zm/livewire/livewire.min.js?id=df3a17f2	lab_site_clone/sms.zut.ac.zm/livewire/livewire.mind557.js	(from https://sms.zut.ac.zm/start-application)
19:40:13	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:40:13%20GMT	https://sms.zut.ac.zm/assessments/get-results-update	lab_site_clone/sms.zut.ac.zm/assessments/get-results-update	(from https://sms.zut.ac.zm/start-application)
19:40:14	534900/534900	U-----	200	untouched ('')	application/javascript	etag:%22696fe0b9-82974%22	https://sms.zut.ac.zm/vendor/livewire-charts/app.js	lab_site_clone/sms.zut.ac.zm/vendor/livewire-charts/app.js	(from https://sms.zut.ac.zm/start-application)
19:40:14	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:40:14%20GMT	https://sms.zut.ac.zm/assessments/board-exam-update	lab_site_clone/sms.zut.ac.zm/assessments/board-exam-update	(from https://sms.zut.ac.zm/start-application)
19:40:15	354/354	---MC-	302	error ('Found')	text/html	date:Wed,%2021%20Jan%202026%2017:40:15%20GMT	https://sms.zut.ac.zm/assessments/post-results	lab_site_clone/sms.zut.ac.zm/assessments/post-results	(from https://sms.zut.ac.zm/start-application)
